Horário Início;;INT1;INTE2;INTE3;INTE4;;Programa;;Episódio;;Temporada;;N. Episódio;;INT1;INTE2;INTE3;INTE4;;Total_Domicilio;;INT1;INTE2;INTE3;INTE4;;Total_Individuos;
30/05/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Aquarismo;;Visitando a Mydor;;5;;1;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
30/05/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;;;;Ases da Pesca em Ação;;A eficiência das iscas de hélice;;5;;2;;00:00:00;00:03:00;;;;00:03:00;;00:00:00;00:03:00;;;;00:03:00;
30/05/2018  13:00:00 ;;13:00:00 - 13:15:00;13:15:00 - 13:30:00;;;;Saltwater;;Pesca variada com isca viva;;2;;2;;00:00:00;00:02:00;;;;00:02:00;;00:00:00;00:02:00;;;;00:02:00;
30/05/2018  13:30:00 ;;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;;;Destinos;;Altamira – conheça os encantos da maior cidade do país;;4;;31;;00:03:26;00:00:00;;;;00:03:26;;00:03:20;00:00:00;;;;00:03:20;
30/05/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;;;;Elas na Pesca;;Grandes dourados do rio Paraná;;4;;1;;00:02:00;00:03:00;;;;00:05:00;;00:02:00;00:03:00;;;;00:05:00;
30/05/2018  14:30:00 ;;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;;;A Arte do Atado;;Streamer Iriko para pescaria de robalo;;5;;4;;00:01:00;00:00:00;;;;00:01:00;;00:01:00;00:00:00;;;;00:01:00;
30/05/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;Na Pegada do Fly;;Trairões do rio Juruena no fly;;7;;8;;00:07:51;00:04:55;00:09:39;00:04:46;;00:27:11;;00:09:01;00:04:58;00:09:53;00:04:49;;00:28:41;
30/05/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;Momento da Pesca;;Pescaria de tucunarés com iscas de superfície;;7;;10;;00:00:00;00:02:24;00:04:02;00:01:24;;00:07:50;;00:00:00;00:02:27;00:04:33;00:01:18;;00:08:18;
30/05/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;;;;Coração de Pescador;;Os gigantes tambaquis do Teles Pires;;4;;24;;00:00:00;00:04:55;;;;00:04:55;;00:00:00;00:04:58;;;;00:04:58;
30/05/2018  17:30:00 ;;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;;;Aquarismo;;Aquarismo ruma à região norte do Brasil;;4;;19;;00:05:50;00:06:04;;;;00:11:54;;00:05:55;00:07:05;;;;00:13:00;
30/05/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Pesca Dinâmica;;Pescaria noturna de piaus e de tucunarés com iscas artificiais;;3;;10;;00:04:00;00:02:00;;;;00:06:00;;00:04:00;00:02:00;;;;00:06:00;
30/05/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Pasión Por La Pesca;;Dourados e surubins em Corrientes;;5;;3;;00:08:00;00:05:21;;;;00:13:21;;00:08:00;00:03:56;;;;00:11:56;
30/05/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;;;;Coração de Pescador;;Reencontro com os tucunarés-açús amazônicos;;4;;17;;00:01:27;00:05:19;;;;00:06:46;;00:01:25;00:05:30;;;;00:06:55;
30/05/2018  19:30:00 ;;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;;;Provas e Torneios;;2ª Etapa do Circuito Brasil-Sul de Pesca ao robalo 2018;;5;;28;;00:03:00;00:02:00;;;;00:05:00;;00:03:00;00:02:00;;;;00:05:00;
30/05/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 2º parte;;1;;16;;00:01:25;00:00:00;00:03:00;00:02:00;;00:06:25;;00:01:33;00:00:00;00:03:00;00:02:00;;00:06:33;
30/05/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 1;;5;;2;;00:11:22;00:15:00;;;;00:26:22;;00:10:03;00:15:00;;;;00:25:03;
30/05/2018  21:30:00 ;;21:30:00 - 21:45:00;21:45:00 - 22:00:00;22:00:00 - 22:15:00;22:15:00 - 22:30:00;;Pesque e Pague;;Peixes briguentos do Pesqueiro Três Lagoas;;6;;10;;00:08:04;00:08:17;00:03:05;00:00:00;;00:19:26;;00:07:09;00:05:38;00:01:51;00:00:00;;00:14:38;
30/05/2018  22:30:00 ;;22:30:00 - 22:45:00;22:45:00 - 23:00:00;;;;Pesca Dinâmica;;Pescaria variada com camarão artificial;;3;;9;;00:07:28;00:03:00;;;;00:10:28;;00:03:59;00:03:00;;;;00:06:59;
30/05/2018  23:00:00 ;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;;;;Saltwater;;Pesca variada com isca viva;;2;;2;;00:00:00;00:01:00;;;;00:01:00;;00:00:00;00:01:00;;;;00:01:00;
30/05/2018  23:30:00 ;;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;;;Destinos;;Altamira – conheça os encantos da maior cidade do país;;4;;31;;00:02:43;00:04:48;;;;00:07:31;;00:02:40;00:05:00;;;;00:07:40;
31/05/2018 00:00:00;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;A Meta;;Estratégias;;2;;6;;00:04:00;00:00:00;00:00:00;00:00:00;;00:04:00;;00:04:00;00:00:00;00:00:00;00:00:00;;00:04:00;
31/05/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;25:30:00 - 25:45:00;25:45:00 - 26:00:00;;Momento da Pesca;;Pescaria de tucunarés com iscas de superfície;;7;;10;;00:00:00;00:15:00;00:06:14;00:01:00;;00:22:14;;00:00:00;00:15:00;00:05:41;00:01:00;;00:21:41;
31/05/2018  02:00:00 ;;26:00:00 - 26:15:00;26:15:00 - 26:30:00;;;;FishTV Teste;;Linha PRO TSURI e vara PRO TSURI SENSEI;;4;;17;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
31/05/2018  02:30:00 ;;26:30:00 - 26:45:00;26:45:00 - 27:00:00;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;Pura Pesca;;Apresentando a piscosidade das águas paraenses;;2;;17;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
31/05/2018  03:30:00 ;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;28:00:00 - 28:15:00;28:15:00 - 28:30:00;;Pesque e Pague;;Peixes briguentos do Pesqueiro Três Lagoas;;6;;10;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
31/05/2018  04:30:00 ;;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;;;Biopesca;;Tucunarés de Presidente Epitácio;;5;;11;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
31/05/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;Na Pegada do Fly;;Trairões do rio Juruena no fly;;7;;8;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
31/05/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;;;Provas e Torneios;;2ª Etapa do Circuito Brasil-Sul de Pesca ao robalo 2018;;5;;28;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
31/05/2018  06:30:00 ;;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;;;Fishing Guide;;Trairões do rio Trombetas;;2;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
31/05/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;;;;Aqua Negócios;;Larvicultura de camarão marinho;;3;;7;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
31/05/2018  07:30:00 ;;07:30:00 - 07:45:00;07:45:00 - 08:00:00;08:00:00 - 08:15:00;08:15:00 - 08:30:00;;Momento da Pesca;;Pescaria de tucunarés com iscas de superfície;;7;;10;;00:00:00;00:00:00;00:02:00;00:00:00;;00:02:00;;00:00:00;00:00:00;00:02:00;00:00:00;;00:02:00;
31/05/2018  08:30:00 ;;08:30:00 - 08:45:00;08:45:00 - 09:00:00;;;;Ases da Pesca em Ação;;A eficiência das iscas de hélice;;5;;2;;00:10:00;00:01:00;;;;00:11:00;;00:10:00;00:01:00;;;;00:11:00;
31/05/2018  09:00:00 ;;09:00:00 - 09:15:00;09:15:00 - 09:30:00;;;;A Arte do Atado;;Streamer Iriko para pescaria de robalo;;5;;4;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
31/05/2018  09:30:00 ;;09:30:00 - 09:45:00;09:45:00 - 10:00:00;10:00:00 - 10:15:00;10:15:00 - 10:30:00;;A Meta;;Estratégias;;2;;6;;00:00:00;00:03:00;00:02:00;00:10:02;;00:15:02;;00:00:00;00:03:00;00:02:00;00:07:34;;00:12:34;
31/05/2018  10:30:00 ;;10:30:00 - 10:45:00;10:45:00 - 11:00:00;;;;Aquarismo;;Visitando a Mydor;;5;;1;;00:02:54;00:00:00;;;;00:02:54;;00:03:00;00:00:00;;;;00:03:00;
31/05/2018 11:00:00;;11:00:00 - 11:15:00;11:15:00 - 11:30:00;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;Na Pegada do Fly;;Trairões do rio Juruena no fly;;7;;8;;00:00:00;00:01:00;00:00:00;00:00:00;;00:01:00;;00:00:00;00:01:00;00:00:00;00:00:00;;00:01:00;
31/05/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Pesca Dinâmica;;Pescaria noturna de piaus e de tucunarés com iscas artificiais;;3;;10;;00:00:00;00:05:00;;;;00:05:00;;00:00:00;00:05:00;;;;00:05:00;
31/05/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;;;;Pasión Por La Pesca;;Dourados e surubins em Corrientes;;5;;3;;00:05:05;00:15:00;;;;00:20:05;;00:07:05;00:15:00;;;;00:22:05;
31/05/2018  13:00:00 ;;13:00:00 - 13:15:00;13:15:00 - 13:30:00;;;;Coração de Pescador;;Reencontro com os tucunarés-açús amazônicos;;4;;17;;00:06:50;00:00:00;;;;00:06:50;;00:07:13;00:00:00;;;;00:07:13;
31/05/2018  13:30:00 ;;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;;;Provas e Torneios;;2ª Etapa do Circuito Brasil-Sul de Pesca ao robalo 2018;;5;;28;;00:01:00;00:00:00;;;;00:01:00;;00:01:00;00:00:00;;;;00:01:00;
31/05/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 2º parte;;1;;16;;00:01:00;00:06:59;00:05:00;00:05:00;;00:17:59;;00:01:00;00:07:23;00:05:00;00:05:00;;00:18:23;
31/05/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 1;;5;;2;;00:04:46;00:09:13;;;;00:13:59;;00:04:33;00:06:50;;;;00:11:23;
31/05/2018  15:30:00 ;;15:30:00 - 15:45:00;15:45:00 - 16:00:00;16:00:00 - 16:15:00;16:15:00 - 16:30:00;;Pesque e Pague;;Peixes briguentos do Pesqueiro Três Lagoas;;6;;10;;00:08:06;00:09:38;00:09:30;00:07:32;;00:34:46;;00:08:17;00:09:47;00:09:25;00:07:26;;00:34:55;
31/05/2018  16:30:00 ;;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;;;Pesca Dinâmica;;Pescaria variada com camarão artificial;;3;;9;;00:05:30;00:04:53;;;;00:10:23;;00:05:36;00:04:47;;;;00:10:23;
31/05/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;;;;Saltwater;;Pesca variada com isca viva;;2;;2;;00:07:42;00:06:12;;;;00:13:54;;00:07:52;00:05:57;;;;00:13:49;
31/05/2018  17:30:00 ;;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;;;Destinos;;Altamira – conheça os encantos da maior cidade do país;;4;;31;;00:04:25;00:03:00;;;;00:07:25;;00:04:27;00:03:00;;;;00:07:27;
31/05/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Coração de Pescador;;Reencontro com os tucunarés-açús amazônicos;;4;;17;;00:02:55;00:10:32;;;;00:13:27;;00:02:34;00:08:46;;;;00:11:20;
31/05/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;19:00:00 - 19:15:00;19:15:00 - 19:30:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 2º parte;;1;;16;;00:06:58;00:10:00;00:13:00;00:14:00;;00:43:58;;00:05:23;00:10:00;00:13:00;00:14:00;;00:42:23;
31/05/2018  19:30:00 ;;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;;;Fish TV News;;Campeonato Mineiro em Pesqueiros – Etapa Uni Pesca;;5;;8;;00:04:54;00:05:42;;;;00:10:36;;00:04:41;00:04:14;;;;00:08:55;
31/05/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;;;;Biopesca;;A ciência dos robalos de Cananéia;;6;;1;;00:04:23;00:02:00;;;;00:06:23;;00:03:49;00:02:00;;;;00:05:49;
31/05/2018  20:30:00 ;;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;;;Saltwater;;Pesca variada com isca viva;;2;;2;;00:07:33;00:08:54;;;;00:16:27;;00:07:28;00:08:30;;;;00:15:58;
31/05/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;;;;Sabores;;Picanha ao forno, carnes assadas, pão na chapa e farofa especial;;2;;5;;00:01:28;00:03:00;;;;00:04:28;;00:01:13;00:03:00;;;;00:04:13;
31/05/2018  21:30:00 ;;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;;;Sabores;;Costelinha barbecue, moqueca de tilápia, batata na chapa, bolinho de batata;;2;;6;;00:03:10;00:09:21;;;;00:12:31;;00:02:57;00:09:53;;;;00:12:50;
31/05/2018  22:00:00 ;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;;;;Elas na Pesca;;Uma aventura pelo rio Sucunduri;;4;;2;;00:02:00;00:06:00;;;;00:08:00;;00:02:00;00:06:00;;;;00:08:00;
31/05/2018  22:30:00 ;;22:30:00 - 22:45:00;22:45:00 - 23:00:00;;;;Destinos;;Joice Tur e o Kayamã 5 estrelas;;4;;32;;00:00:00;00:07:34;;;;00:07:34;;00:00:00;00:07:33;;;;00:07:33;
31/05/2018  23:00:00 ;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;Pura Pesca;;Apresentando a piscosidade das águas paraenses;;2;;17;;00:10:36;00:01:00;;;;00:11:36;;00:09:28;00:01:00;;;;00:10:28;
01/06/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;;;;Provas e Torneios;;2ª Etapa do Circuito Brasil-Sul de Pesca ao robalo 2018;;5;;28;;00:06:52;00:06:58;;;;00:13:50;;00:05:18;00:08:07;;;;00:13:25;
01/06/2018  00:30:00 ;;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;;;Fishing Guide;;Trairões do rio Trombetas;;2;;2;;00:01:33;00:01:00;;;;00:02:33;;00:01:31;00:01:00;;;;00:02:31;
01/06/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;Aqua Negócios;;Larvicultura de camarão marinho;;3;;7;;00:02:00;00:00:00;;;;00:02:00;;00:02:00;00:00:00;;;;00:02:00;
01/06/2018  01:30:00 ;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;26:00:00 - 26:15:00;26:15:00 - 26:30:00;;Na Pegada do Fly;;Trairões do rio Juruena no fly;;7;;8;;00:08:00;00:01:00;00:01:00;00:00:00;;00:10:00;;00:08:00;00:01:00;00:01:00;00:00:00;;00:10:00;
01/06/2018  02:30:00 ;;26:30:00 - 26:45:00;26:45:00 - 27:00:00;;;;Ases da Pesca em Ação;;A eficiência das iscas de hélice;;5;;2;;00:02:00;00:00:00;;;;00:02:00;;00:02:00;00:00:00;;;;00:02:00;
01/06/2018  03:00:00 ;;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;;;A Arte do Atado;;Streamer Iriko para pescaria de robalo;;5;;4;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
01/06/2018  03:30:00 ;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;28:00:00 - 28:15:00;28:15:00 - 28:30:00;;A Meta;;Estratégias;;2;;6;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
01/06/2018  04:30:00 ;;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;;;Aquarismo;;Visitando a Mydor;;5;;1;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
01/06/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;Pesque e Pague;;Peixes briguentos do Pesqueiro Três Lagoas;;6;;10;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
01/06/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;;;Custom Fishing;;Vara customizada para pescaria de mar;;1;;1;;00:00:00;00:01:00;;;;00:01:00;;00:00:00;00:01:00;;;;00:01:00;
01/06/2018  06:30:00 ;;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;;;Biopesca;;Pescaria variada com isca artificial;;5;;12;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
01/06/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;;;;Aquarismo;;Os cuidados com o aquário marinho de coral – parte 2;;2;;16;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
01/06/2018  07:30:00 ;;07:30:00 - 07:45:00;07:45:00 - 08:00:00;08:00:00 - 08:15:00;08:15:00 - 08:30:00;;Pesque e Pague;;Peixes briguentos do Pesqueiro Três Lagoas;;6;;10;;00:00:00;00:00:00;00:03:00;00:15:00;;00:18:00;;00:00:00;00:00:00;00:03:00;00:15:00;;00:18:00;
00/01/1900 08:30:00;;08:30:00 - 08:45:00;08:45:00 - 09:00:00;09:00:00 - 09:15:00;09:15:00 - 09:30:00;;A Meta;;Estratégias;;2;;6;;00:08:28;00:00:00;00:02:00;00:03:00;;00:13:28;;00:08:57;00:00:00;00:02:00;00:03:00;;00:13:57;
01/06/2018  09:30:00 ;;09:30:00 - 09:45:00;09:45:00 - 10:00:00;;;;Pasión Por La Pesca;;Dourados e surubins em Corrientes;;5;;3;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
01/06/2018  10:00:00 ;;10:00:00 - 10:15:00;10:15:00 - 10:30:00;;;;FishTV Teste;;Linha PRO TSURI e vara PRO TSURI SENSEI;;4;;17;;00:00:00;00:03:00;;;;00:03:00;;00:00:00;00:03:00;;;;00:03:00;
01/06/2018  10:30:00 ;;10:30:00 - 10:45:00;10:45:00 - 11:00:00;11:00:00 - 11:15:00;11:15:00 - 11:30:00;;Na Pegada do Fly;;Trairões do rio Juruena no fly;;7;;8;;00:03:00;00:01:00;00:01:00;00:00:00;;00:05:00;;00:03:00;00:01:00;00:01:00;00:00:00;;00:05:00;
01/06/2018  11:30:00 ;;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;;;A Arte do Atado;;Streamer Iriko para pescaria de robalo;;5;;4;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
01/06/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Coração de Pescador;;Reencontro com os tucunarés-açús amazônicos;;4;;17;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
01/06/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;13:00:00 - 13:15:00;13:15:00 - 13:30:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 2º parte;;1;;16;;00:00:00;00:02:16;00:00:00;00:09:00;;00:11:16;;00:00:00;00:02:18;00:00:00;00:09:00;;00:11:18;
01/06/2018  13:30:00 ;;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;;;Fish TV News;;Campeonato Mineiro em Pesqueiros – Etapa Uni Pesca;;5;;8;;00:00:00;00:02:00;;;;00:02:00;;00:00:00;00:02:00;;;;00:02:00;
01/06/2018 14:00:00;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;;;;Biopesca;;A ciência dos robalos de Cananéia;;6;;1;;00:10:00;00:15:00;;;;00:25:00;;00:10:00;00:15:00;;;;00:25:00;
01/06/2018  14:30:00 ;;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;;;Saltwater;;Pesca variada com isca viva;;2;;2;;00:02:00;00:02:00;;;;00:04:00;;00:02:00;00:02:00;;;;00:04:00;
01/06/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;;;;Sabores;;Picanha ao forno, carnes assadas, pão na chapa e farofa especial;;2;;5;;00:10:00;00:09:08;;;;00:19:08;;00:10:00;00:08:06;;;;00:18:06;
01/06/2018  15:30:00 ;;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;;;Sabores;;Costelinha barbecue, moqueca de tilápia, batata na chapa, bolinho de batata;;2;;6;;00:09:06;00:08:50;;;;00:17:56;;00:08:21;00:09:31;;;;00:17:52;
01/06/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;;;;Elas na Pesca;;Uma aventura pelo rio Sucunduri;;4;;2;;00:06:15;00:05:50;;;;00:12:05;;00:06:17;00:05:10;;;;00:11:27;
01/06/2018  16:30:00 ;;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;;;Destinos;;Joice Tur e o Kayamã 5 estrelas;;4;;32;;00:12:32;00:12:41;;;;00:25:13;;00:12:46;00:13:03;;;;00:25:49;
01/06/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;Pura Pesca;;Apresentando a piscosidade das águas paraenses;;2;;17;;00:14:26;00:10:12;00:05:30;00:15:00;;00:45:08;;00:14:25;00:11:23;00:06:12;00:15:00;;00:47:00;
01/06/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Pesca Dinâmica;;Pescaria noturna de piaus e de tucunarés com iscas artificiais;;3;;10;;00:08:02;00:03:57;;;;00:11:59;;00:07:39;00:03:15;;;;00:10:54;
01/06/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Coração de Pescador;;Os gigantes tambaquis do Teles Pires;;4;;24;;00:07:35;00:10:54;;;;00:18:29;;00:07:48;00:09:33;;;;00:17:21;
01/06/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;;;;Biopesca;;Pescaria variada com isca artificial;;5;;12;;00:11:27;00:15:00;;;;00:26:27;;00:12:08;00:15:00;;;;00:27:08;
01/06/2018  19:30:00 ;;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;;;Aqua Negócios;;Sistema AquaScience da Camanor;;3;;8;;00:10:31;00:10:19;;;;00:20:50;;00:12:32;00:08:46;;;;00:21:18;
01/06/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;Momento da Pesca;;Pescaria de tucunarés com iscas de superfície;;7;;10;;00:07:04;00:15:00;00:11:01;00:15:00;;00:48:05;;00:07:15;00:15:00;00:09:07;00:15:00;;00:46:22;
01/06/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;;;;Fishing Guide;;Pescaria de tucunarés no rio Itapará;;2;;3;;00:02:05;00:02:28;;;;00:04:33;;00:02:07;00:02:22;;;;00:04:29;
01/06/2018  21:30:00 ;;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;;;Fish TV News;;Campeonato Mineiro em Pesqueiros – Etapa Uni Pesca;;5;;8;;00:04:09;00:01:00;;;;00:05:09;;00:02:39;00:01:00;;;;00:03:39;
01/06/2018  22:00:00 ;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;;;;Saltwater;;Pesca variada com isca viva;;2;;2;;00:01:00;00:00:00;;;;00:01:00;;00:01:00;00:00:00;;;;00:01:00;
01/06/2018  22:30:00 ;;22:30:00 - 22:45:00;22:45:00 - 23:00:00;;;;Aquarismo;;Visitando a Mydor;;5;;1;;00:00:00;00:01:00;;;;00:01:00;;00:00:00;00:01:00;;;;00:01:00;
01/06/2018  23:00:00 ;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 2º parte;;1;;16;;00:01:00;00:00:00;;;;00:01:00;;00:01:00;00:00:00;;;;00:01:00;
02/06/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;;;;Custom Fishing;;Vara customizada para pescaria de mar;;1;;1;;00:01:00;00:00:00;;;;00:01:00;;00:01:00;00:00:00;;;;00:01:00;
02/06/2018  00:30:00 ;;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;;;Biopesca;;Pescaria variada com isca artificial;;5;;12;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
02/06/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;Aquarismo;;Os cuidados com o aquário marinho de coral – parte 2;;2;;16;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
02/06/2018  01:30:00 ;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;26:00:00 - 26:15:00;26:15:00 - 26:30:00;;Pesque e Pague;;Peixes briguentos do Pesqueiro Três Lagoas;;6;;10;;00:08:00;00:15:00;00:03:00;00:00:00;;00:26:00;;00:08:00;00:15:00;00:03:00;00:00:00;;00:26:00;
02/06/2018  02:30:00 ;;26:30:00 - 26:45:00;26:45:00 - 27:00:00;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;A Meta;;Estratégias;;2;;6;;00:04:00;00:00:00;00:00:00;00:00:00;;00:04:00;;00:04:00;00:00:00;00:00:00;00:00:00;;00:04:00;
